# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
18 0.23365166007261406 0.10762636896888571 0.8777063345668652 0.4042957488347683 -2.370742812608759e-07 -6.24339451410611e-07 7.9999999064939775 1 train_render_24.png

19 0.7359359069007787 0.3322133628909802 -0.5376962900138235 -0.24272476268905108 -1.5704805384806333e-06 1.3811859236409129e-06 8.000000053474011 1 train_render_25.png

20 0.7704115149289494 0.34084789147928435 0.4927164872126829 0.217989148853358 1.2657295077714588e-06 3.446510972418995e-07 7.9999996867368 1 train_render_26.png

21 -0.18063243895248096 -0.07832836109068626 0.8994973981837984 0.39005257950774064 5.115623171570369e-07 1.8886574236183472e-06 8.000000191388635 1 train_render_27.png

22 0.9066388006861275 0.3853542131510151 -0.1580919994744154 -0.06719479978161863 6.296135407016487e-08 -7.12072887701801e-07 8.000000024059558 1 train_render_28.png

23 0.4773244394643428 0.19886156674866987 0.7901026844075709 0.3291704746344469 4.11297338625621e-07 8.717331985910267e-07 7.999999806987514 1 train_render_29.png

24 0.2532666662229016 0.19762498792604458 0.7465979576144227 0.5825734733482538 -4.667103637226306e-07 1.0458322231045517e-06 8.000000229474281 1 train_render_3.png

25 0.5650718179878116 0.23075680476552696 -0.7333248333912379 -0.2994659161397928 6.269391488669885e-09 6.845606103645102e-07 7.999999982804349 1 test_render_30.png

26 0.8907513508486199 0.35654663656493524 0.26166146354815983 0.10473687606027805 0.0 0.0 8.0 1 train_render_31.png

27 0.07912388898904195 0.031043098431280475 0.9275481041760153 0.36390966164495786 8.076488305721347e-08 6.691871068875661e-07 7.999999979677972 1 train_render_32.png

28 0.8380355113615152 0.32225455537728853 -0.41094649046541126 -0.15802362121300734 4.804680923051298e-07 -1.5477947138560116e-07 8.000000171495856 1 train_render_33.png

29 0.6884509861333855 0.25945671957301203 0.6337728806212732 0.23885014946379785 1.209647881803882e-14 3.5823136382953745e-07 8.000000314712503 1 train_render_34.png

30 -0.34206300620897934 -0.1263348234732162 0.873475803641498 0.3226025978737583 3.2381029273820275e-07 -5.898839756544519e-07 7.999999956055082 1 train_render_35.png

31 0.9403096212672634 0.3403114361290071 0.0022935592947661895 0.000830071871267637 1.862623133166406e-09 -3.663838822911283e-07 7.999999694817219 1 train_render_36.png

32 0.33939295956024856 0.12035243622869587 0.8792667591889106 0.3117974984106901 9.939315945530005e-07 9.83776329132093e-07 8.00000030107667 1 train_render_37.png

33 0.6980853846809875 0.24252626740956318 -0.6363785850297873 -0.22108844101983177 1.483757371144222e-06 8.525877115201217e-08 7.999999892105756 1 train_render_38.png

34 0.8479410395347586 0.28857605583319323 0.4209473606527316 0.1432591909132167 -5.765535754001518e-07 -8.412380492761723e-07 8.000000311083495 1 train_render_39.png

35 0.6129748669662723 0.45973117331683044 -0.5140640441697568 -0.3855479454978124 -1.0636805614427193e-06 5.166807722601724e-07 7.9999998493012745 1 train_render_4.png

36 -0.08524419142795361 -0.028414727512897257 0.9448457282929941 0.3149485206382704 -8.53460207123706e-08 1.0444217913363556e-06 8.000000196894712 1 train_render_40.png

37 0.9133897910251124 0.2981624592528822 -0.2634782056569782 -0.08600851615018167 -3.5140025504957484e-07 1.232870524968205e-06 7.9999999292380695 1 train_render_41.png

38 0.5777090197486076 0.1846512371556336 0.7573377909388483 0.24206543204405062 9.197588947757228e-07 1.461994478903908e-07 7.999999794661309 1 train_render_42.png

39 -0.49747668838323794 -0.1556624441033555 0.8144564565791861 0.2548466902584023 2.177106446082201e-07 6.33604948179049e-07 7.9999999232263 1 train_render_43.png

40 0.9411368667429801 0.28823559796055703 0.16884225510007206 0.05171017770767485 -4.4710003413130873e-07 -9.282369844469987e-08 8.000000137328108 1 train_render_44.png

41 0.18401267101142096 0.05514864272194119 0.9400647335846668 0.2817379392724034 1.7978780686630706e-07 1.0393796639511585e-06 8.000000155674766 1 train_render_45.png

42 0.8109215604892134 0.2377726231159995 -0.513067973037161 -0.15043819104766215 -6.35106576687317e-07 5.23748082353377e-07 8.000000066697678 1 train_render_46.png

43 0.7733797865210111 0.22180291595108925 0.5708612397892251 0.16372119860798112 0.0 0.0 8.0 1 train_render_47.png

44 -0.2522276777194918 -0.07073705671456346 0.9292278247267162 0.26060146086700814 2.056968647907318e-07 4.6998408855410284e-07 8.000000144985753 1 train_render_48.png

45 0.959021439411518 0.26293285456270427 -0.10180897700312697 -0.02791276536420122 3.4965690717551806e-07 -4.4845638475525337e-07 7.99999982139907 1 train_render_49.png

46 0.7100301473910082 0.5140244770657749 0.3898489157819723 0.28223011030298656 2.8331428773715594e-07 6.341096019902275e-07 7.999999791578188 1 train_render_5.png

47 0.443109829619597 0.11873088926948823 0.8582927324216286 0.22997877444303472 1.1259734415181393e-07 1.158347549801044e-06 7.999999901031559 1 train_render_50.png

48 0.6403600568456564 0.1676404547406391 -0.7251208365034628 -0.18983004185561786 -1.776172146711302e-07 6.619740800866159e-07 7.999999795468305 1 train_render_51.png

49 0.9092305977596721 0.23248174907167152 0.3345653438996062 0.08554521023670661 3.6310961886827613e-07 3.5751132181467026e-07 7.999999843302383 1 train_render_52.png

50 0.017681952231740846 0.004414208915602191 0.9700621546516345 0.24217200816028944 1.6629006854587136e-07 8.527444868397949e-07 7.999999920354831 1 train_render_53.png

51 0.8989732820487888 0.21903893383236842 -0.3685193182100719 -0.08979140035050667 5.675885779923423e-15 -2.1169636420628515e-07 7.999999890327447 1 train_render_54.png

52 0.6701422928168622 0.1593023475166918 0.7052826515157535 0.1676557804408657 8.333762927686967e-07 6.579189497575331e-07 8.000000283812005 1 train_render_55.png

53 -0.41504713458926745 -0.09621749245934041 0.8813255813599971 0.20431172141421095 -3.6759367084390115e-07 9.900361533616337e-07 8.0000001468728 1 train_render_56.png

54 0.9730627377619782 0.21989193734876838 0.06755299901536252 0.015265575415200246 3.404840241637716e-07 2.1564879941995024e-06 7.999999907927284 1 train_render_57.png

55 0.29000908510074114 0.0638544508358243 0.9325538943672311 0.20533041284024645 -2.70424273759989e-07 -8.140624584858594e-07 8.000000056013183 1 train_render_58.png

56 0.764991404923016 0.1640336580125351 -0.6089589020766631 -0.13057631753387958 -2.0818754561283355e-06 6.565824135584117e-07 8.000000283893696 1 train_render_59.png

57 -0.10721716526286955 -0.07514619462006794 0.8118446454364471 0.5690042166502169 -6.622790537400019e-08 4.474046973579469e-07 7.999999837613756 1 train_render_6.png

58 0.8457609622416074 0.17652061187121385 0.4928954793881422 0.10287325368025478 8.573700159732184e-07 2.491920671367056e-08 7.9999999429028055 1 test_render_60.png

59 -0.15308345016598549 -0.031081880347958567 0.9679736153653854 0.19653612236864135 3.064249761939151e-07 1.5515126621291637e-06 8.000000004757586 1 train_render_61.png

60 0.958695744269175 0.18925025892405445 -0.20831648726319887 -0.04112248976047338 -2.3595677721804694e-07 1.5632578864878989e-06 7.999999959260433 1 train_render_62.png

61 0.5421335987118291 0.10398444965011173 0.8189060042822809 0.15707114313962053 1.503130531094336e-06 4.872970264844845e-07 8.000000065197028 1 train_render_63.png

62 0.5673669313397522 0.1056684445095912 -0.8028517359470089 -0.14952597701571216 -2.2473893361214876e-07 4.735215709355673e-07 8.000000097400278 1 train_render_64.png

63 0.954819899337733 0.1725504621052545 0.23810461505215097 0.04302913840469922 1.3393784107288189e-08 -8.565488008836174e-07 8.000000248902916 1 train_render_65.png

64 0.12419915657099154 0.0217621106593096 0.9771321882154295 0.17121234191770363 1.273477067306173e-06 1.176647048960965e-06 8.000000251599845 1 train_render_66.png

65 0.8665049650234199 0.14709335687047398 -0.4702760848958005 -0.07983165545429795 6.59662744022785e-07 -4.96316223633573e-07 7.9999999747751875 1 train_render_67.png

66 0.7529769160067553 0.12372925118555965 0.6377574322304725 0.10479645067253789 -1.1758401934933774e-07 2.321596391360233e-07 8.000000057707654 1 train_render_68.png

67 -0.32182456760338113 -0.05114254212465099 0.9337008233533353 0.14837843299752235 -4.5140394388237914e-15 2.266732558926699e-07 8.000000073909757 1 train_render_69.png

68 0.8033053656156398 0.5462826147499694 -0.19616381659953802 -0.13339994500254737 1.0579209519248244e-07 -5.109829355365832e-08 8.000000020195333 1 train_render_7.png

69 0.9876703532625144 0.151642920886618 -0.03843031398496053 -0.005900437942633186 3.615800514961467e-15 6.823105152999806e-07 8.00000021457669 1 train_render_70.png

70 0.3940361484953005 0.05838975249465672 0.9073306165315287 0.1344518409528794 2.2931494723534737e-08 8.799670426490185e-07 7.9999995624268205 1 train_render_71.png

71 0.7034064358030253 0.1004866598730461 -0.6965769358919212 -0.09951087971482897 -9.610793581636473e-07 9.129016150503389e-07 8.000000276030661 1 train_render_72.png

72 0.9047885388960606 0.12445751297884249 0.40346979444156084 0.05549904888214926 9.920367003973323e-07 1.482901136625978e-06 8.00000000994405 1 train_render_73.png

73 -0.048207916554859294 -0.006376642694642922 0.9901920594877787 0.13097717852253074 -3.5593649451103264e-07 4.5140564630612657e-07 8.000000157523056 1 train_render_74.png

74 0.9409910698983609 0.11952142160527629 -0.31409990246736363 -0.03989588615571263 -3.812308766728337e-07 1.8029635848285072e-06 8.000000169708981 1 train_render_75.png

75 0.6341494135835951 0.07722645948685021 0.7637021525095092 0.09300335403394976 1.7281371302396854e-06 3.082961155920974e-07 8.000000243093323 1 train_render_76.png

76 -0.4822907847797879 -0.056216991923319005 0.8683264970701307 0.10121430011963785 4.398121990189291e-15 1.1601336640422644e-07 8.000000027418137 1 train_render_77.png

77 0.98465419245382 0.10965524634738959 0.1349298306039253 0.015026363845972336 0.0 0.0 8.0 1 train_render_78.png

78 0.23118367235519255 0.02454795054675595 0.9671632758250627 0.10269710212415249 -2.422430083748792e-14 6.99306526766501e-07 8.000000150203636 1 train_render_79.png

79 0.4781308184056887 0.31602451221600125 0.6836301047831841 0.4518509895889993 6.718548760301426e-07 4.1261293128713864e-07 8.000000342528907 1 train_render_8.png

80 0.8180852304500101 0.08264331527596147 -0.5662459801506812 -0.05720246310920818 2.2314312215105554e-07 9.511997372251279e-07 8.000000108463377 1 train_render_80.png

81 0.8246269309618842 0.0790596114915796 0.5575683443549707 0.0534559255133178 -1.0626641413620355e-06 -3.6769165888902483e-07 8.000000017714918 1 train_render_81.png

82 -0.2209525368897704 -0.020049507162875336 0.9710887066674012 0.08811761815328392 -1.066100290659824e-06 -1.1415254327851158e-07 7.999999961548156 1 train_render_82.png

83 0.9855950874548135 0.08438986226390716 -0.14602856891116184 -0.012503432186072258 -3.6643965755173954e-07 -1.4755164401794857e-06 8.000000138396059 1 train_render_83.png

84 0.49346604947994094 0.03973328021689217 0.8660541309723717 0.06973353750174575 -4.102126102449868e-07 -7.449376578263568e-07 8.000000125530649 1 train_render_84.png

85 0.6286188813818206 0.04741465574395834 -0.7740680395950599 -0.05838533224827273 2.3334597917637662e-07 5.819649773729428e-07 8.000000137772258 1 train_render_85.png

86 0.9496018749505206 0.06680107005674367 0.30550289899676936 0.021491023702132284 6.654242008031711e-07 1.0272590775415177e-07 8.000000124964808 1 train_render_86.png

87 0.05939364537811468 0.003877041697686565 0.9961071264943605 0.06502275607851844 -1.775469545438159e-07 1.5393321300956176e-06 8.000000180395418 1 train_render_87.png

88 0.9071681881891316 0.05462748276777852 -0.41645267098464483 -0.025077724379295254 -7.6905923926309e-16 1.073571077415409e-16 7.999999999999999 1 train_render_88.png

89 0.7170905681429581 0.039560055679333524 0.6947999129679471 0.03833031305123219 -8.936243168402326e-08 -6.513618515772314e-07 7.999999925073075 1 train_render_89.png

90 -0.4676685339504551 -0.30084535454560984 0.6989923593540459 0.44965307691415934 -1.6785187174695738e-07 9.649068318529996e-07 8.000000084372221 1 train_render_9.png

91 -0.38782309845539115 -0.019439872011207275 0.9203732767248886 0.04613418666149467 3.330375822709369e-07 1.5760788958949539e-06 7.999999815420645 1 test_render_90.png

92 0.9985938489562344 0.0450279689308081 0.027950190848841323 0.0012603161355703163 3.283929315657066e-08 2.0021191203692536e-06 7.999999699546314 1 train_render_91.png

93 0.3358866418989736 0.01345710284386712 0.9410513228941068 0.037702391097210027 -3.690709102824479e-07 8.559446913947983e-07 7.999999765797324 1 train_render_92.png

94 0.755515688329386 0.02647546054063185 -0.6541938050313383 -0.022924829183044393 -9.438717666174191e-07 1.4769138966174114e-06 8.000000240358096 1 train_render_93.png

95 0.8836537316556774 0.02653343660558068 0.4671779977625583 0.014027954188769 1.056613416976518e-06 1.2408651658533158e-06 8.000000217799965 1 train_render_94.png

96 -0.11522691049513659 -0.0028824598256461213 0.9930243573548803 0.024841103126553077 1.492730131716555e-14 6.845960824130644e-07 8.000000034272611 1 train_render_95.png

97 0.9673952168126974 0.01935564173773211 -0.2524803597358192 -0.00505160477333319 -8.57055945974288e-07 2.0579007166834654e-07 8.000000074771174 1 train_render_96.png

98 0.5859308153958555 0.008790928572641372 0.8102222226658997 0.012156123992060439 1.5078839425807628e-06 -6.108160321166075e-07 7.999999986454583 1 train_render_97.png

99 0.5428605812592426 0.005429073370203519 -0.8397632895670698 -0.008398471595054722 -8.479621952350271e-07 6.675951803406112e-07 8.000000154536679 1 train_render_98.png

100 0.9794423777174389 0.00489722173753251 0.2016621631799751 0.0010083377267680103 4.380524218992628e-07 1.7601328127439136e-06 7.999999829221316 1 train_render_99.png

